,Beer,Total_Votes,Rating,Brewery,Beer_Style,ABV,Region,Latitude,Longitude
879,Barrel Aged Sexual Chocolate,"1,271",4.36,Foothills Brewing Company - Downtown Brewpub,Russian Imperial Stout,9.60%,south-atlantic,36.0455989,-80.3231878
880,Crucial Taunt,328,4.37,The Veil Brewing Co.,New England IPA,8.00%,south-atlantic,37.5683137,-77.4753443
881,The Love Below,190,4.38,Funky Buddha Brewery,Russian Imperial Stout,12.00%,south-atlantic,26.1743279,-80.13124979999999
882,Triple Orange Starfish,127,4.39,Aslin Beer Company,New England IPA,12.00%,south-atlantic,38.9563734,-77.3747662
883,Maceo,125,4.39,Green Man Brewery,American Wild Ale,8.60%,south-atlantic,35.5886596,-82.55245839999999
884,We We Ded Ded,57,4.43,The Veil Brewing Co.,American Imperial IPA,11.00%,south-atlantic,37.5683137,-77.4753443
885,Master Of Oranges,184,4.37,Aslin Beer Company,New England IPA,8.40%,south-atlantic,38.9563734,-77.3747662
886,Bourbon GBS (Gingerbread Stout),742,4.35,Hardywood Park Craft Brewery,English Sweet / Milk Stout,10.20%,south-atlantic,37.5645672,-77.4575783
887,Cosmik Debris,279,4.36,Creature Comforts,American Imperial IPA,8.00%,south-atlantic,33.9589924,-83.3802906
888,Golden Angel,237,4.36,Wicked Weed Brewing,American Wild Ale,7.00%,south-atlantic,35.591694,-82.55103249999999
889,Never Never Forever Forever,77,4.4,The Veil Brewing Co.,Leipzig Gose,5.10%,south-atlantic,37.5683137,-77.4753443
890,Sungazer,50,4.43,Charles Towne Fermentory,New England IPA,6.80%,south-atlantic,32.7816236,-79.98524979999999
891,"3 Scoops: Passionfruit, Lemonade, Mango",45,4.44,The Answer Brewpub,Berliner Weisse,3.50%,south-atlantic,37.5934186,-77.506783
892,Double Dry Hopped Dunley Place,108,4.38,Aslin Beer Company,New England IPA,8.00%,south-atlantic,38.9563734,-77.3747662
893,Dirt Nap,205,4.36,The Veil Brewing Co.,New England IPA,8.80%,south-atlantic,37.5683137,-77.4753443
894,Never Gonnagetit³,28,4.5,The Veil Brewing Co.,Leipzig Gose,5.30%,south-atlantic,37.5683137,-77.4753443
895,Double Dry Hopped Orange Starfish,40,4.45,Aslin Beer Company,New England IPA,5.70%,south-atlantic,38.9563734,-77.3747662
896,Dark Hollow Reserve: Concealed Darkness,43,4.44,Blue Mountain Brewery,American Imperial Stout,10.60%,south-atlantic,38.016134,-78.821844
897,Cigar City / 3 Sons - Across The Alley,29,4.49,Cigar City Brewing,American Imperial Stout,14.30%,south-atlantic,27.959001,-82.5091911
898,Appalachian Walker,52,4.42,Olde Hickory Brewery,British Barleywine,10.00%,south-atlantic,35.73117999999999,-81.3420877
899,Astro Zombie,163,4.36,Aslin Beer Company,New England IPA,6.20%,south-atlantic,38.9563734,-77.3747662
900,Atrial Rubicite,"1,897",4.59,Jester King Brewery,American Wild Ale,5.80%,southwest,30.2304304,-97.9995795
901,Bourbon Paradise,488,4.6,Prairie Artisan Ales,American Imperial Stout,15.90%,southwest,35.4762832,-97.5117337
902,Pirate Paradise,260,4.6,Prairie Artisan Ales,American Imperial Stout,13.00%,southwest,35.4762832,-97.5117337
903,Pirate Bomb!,"2,307",4.52,Prairie Artisan Ales,American Imperial Stout,15.00%,southwest,35.4762832,-97.5117337
904,Montmorency Vs Balaton,856,4.52,Jester King Brewery,American Wild Ale,6.70%,southwest,30.2304304,-97.9995795
905,Bomb!,"6,413",4.5,Prairie Artisan Ales,American Imperial Stout,13.00%,southwest,35.4762832,-97.5117337
906,Barrel Aged Bomb!,"1,191",4.49,Prairie Artisan Ales,American Imperial Stout,11.20%,southwest,35.4762832,-97.5117337
907,Aurelian Lure,734,4.49,Jester King Brewery,American Wild Ale,5.40%,southwest,30.2304304,-97.9995795
908,Barrel Aged Christmas Bomb!,171,4.52,Prairie Artisan Ales,American Imperial Stout,13.00%,southwest,35.4762832,-97.5117337
909,Okie Paradise,68,4.58,Prairie Artisan Ales,American Strong Ale,12.00%,southwest,35.4762832,-97.5117337
910,Apple Brandy Barrel Noir,"1,660",4.48,Prairie Artisan Ales,American Imperial Stout,12.00%,southwest,35.4762832,-97.5117337
911,Bière De Blanc Du Bois,289,4.45,Jester King Brewery,American Wild Ale,6.70%,southwest,30.2304304,-97.9995795
912,Bière De Syrah,158,4.45,Jester King Brewery,American Wild Ale,7.30%,southwest,30.2304304,-97.9995795
913,Yellow Rose,"1,899",4.41,The Lone Pint Brewery,American IPA,6.80%,southwest,30.2089705,-95.75133579999999
914,Prairie / Evil Twin - Bible Belt - Barrel-Aged,371,4.42,Prairie Artisan Ales,American Imperial Stout,13.00%,southwest,35.4762832,-97.5117337
915,Project Dank,881,4.41,La Cumbre Brewing Co.,American IPA,7.50%,southwest,35.11780700000001,-106.614117
916,Raspbarrel,54,4.49,American Solera,American Wild Ale,ld Ale,southwest,36.1375963,-96.0466209
917,Omniscience & Proselytism,436,4.38,Jester King Brewery,American Wild Ale,5.00%,southwest,30.2304304,-97.9995795
918,Bourbon Barrel Temptress,284,4.38,Lakewood Brewing Company,English Sweet / Milk Stout,11.30%,southwest,32.889937,-96.680945
919,Birthday Bomb!,"1,264",4.36,Prairie Artisan Ales,American Imperial Stout,13.00%,southwest,35.4762832,-97.5117337
920,分 桃 (Fēn Táo),511,4.36,Jester King Brewery,American Wild Ale,6.40%,southwest,30.2304304,-97.9995795
921,HefeWeizen,"1,745",4.34,Live Oak Brewing Company,German Hefeweizen,5.30%,southwest,30.2209082,-97.6610692
922,Elevated IPA,"1,544",4.34,La Cumbre Brewing Co.,American IPA,7.20%,southwest,35.11780700000001,-106.614117
923,SPON - Peach & Apricot,93,4.39,Jester King Brewery,Belgian Fruit Lambic,5.50%,southwest,30.2304304,-97.9995795
924,Hammer Smashed Face,50,4.44,Brash Brewing Company,Russian Imperial Stout,15.00%,southwest,29.8294062,-95.4076111
925,SPON - Raspberry & Cherry,77,4.4,Jester King Brewery,Belgian Fruit Lambic,5.40%,southwest,30.2304304,-97.9995795
926,Nocturn Chrysalis,819,4.33,Jester King Brewery,American Wild Ale,5.90%,southwest,30.2304304,-97.9995795
927,Benedictum,63,4.41,Real Ale Brewing Company,American Wild Ale,5.40%,southwest,30.1132678,-98.4128183
928,Father Nelson,171,4.35,La Cumbre Brewing Co.,American Imperial IPA,10.60%,southwest,35.11780700000001,-106.614117
929,Prairie / Evil Twin - Bible Belt,"2,052",4.32,Prairie Artisan Ales,American Imperial Stout,13.00%,southwest,35.4762832,-97.5117337
930,Barrel-Aged Legion,418,4.33,Community Beer Company,Russian Imperial Stout,11.60%,southwest,32.791431,-96.816057
931,Foudreweizen,212,4.34,Jester King Brewery,Belgian Saison,5.60%,southwest,30.2304304,-97.9995795
932,White Russian Imperial Stout,104,4.36,Sun Up Brewing Co.,American Imperial Stout,9.20%,southwest,33.5094995,-112.0687616
933,Bourbon Barrel Aged Hellfighter,561,4.31,Karbach Brewing Co.,American Imperial Porter,10.80%,southwest,29.7604,-95.3698
934,Full Nelson,133,4.34,La Cumbre Brewing Co.,American Imperial IPA,8.74%,southwest,35.11780700000001,-106.614117
935,Pumpkinator (Bourbon Barrel Aged),47,4.41,Saint Arnold Brewing Company,Pumpkin Beer,12.50%,southwest,29.771119,-95.34856599999999
936,Consider Yourself Hugged,227,4.32,Prairie Artisan Ales,American Imperial Stout,11.90%,southwest,35.4762832,-97.5117337
937,SPON - Méthode Traditionelle,156,4.33,Jester King Brewery,Belgian Gueuze,5.80%,southwest,30.2304304,-97.9995795
938,Milk The Venom,50,4.4,Brash Brewing Company,American Imperial Stout,9.00%,southwest,29.8294062,-95.4076111
939,Diamonds in my Mouth,38,4.43,Spindletap Brewery,New England IPA,8.00%,southwest,29.8676764,-95.31478899999999
940,Barrel Aged American Presidential Stout,47,4.4,Arizona Wilderness Brewing Co.,American Imperial Stout,11.50%,southwest,33.36298110000001,-111.8410686
941,French Quarter Temptress,207,4.31,Lakewood Brewing Company,English Sweet / Milk Stout,9.10%,southwest,32.889937,-96.680945
942,Cerveza De Tempranillo,291,4.29,Jester King Brewery,American Wild Ale,7.20%,southwest,30.2304304,-97.9995795
943,Fully Adrift,55,4.36,Pinthouse Pizza Craft Brewpub,American Imperial IPA,11.00%,southwest,30.2672,-97.7431
944,Scots Gone Wild,150,4.3,Real Ale Brewing Company,American Wild Ale,9.70%,southwest,30.1132678,-98.4128183
945,Pumpkinator,990,4.27,Saint Arnold Brewing Company,Pumpkin Beer,10.00%,southwest,29.771119,-95.34856599999999
946,Electric Jellyfish,134,4.3,Pinthouse Pizza - South Austin,New England IPA,6.50%,southwest,30.2360918,-97.7958819
947,Vulgar Display Of Power,54,4.35,Brash Brewing Company,Russian Imperial Stout,13.00%,southwest,29.8294062,-95.4076111
948,Coffee Okie,445,4.27,Prairie Artisan Ales,American Brown Ale,13.00%,southwest,35.4762832,-97.5117337
949,Cortado,92,4.31,Brash Brewing Company,American Imperial Stout,10.00%,southwest,29.8294062,-95.4076111
950,Houston Haze,112,4.3,Spindletap Brewery,New England IPA,6.50%,southwest,29.8676764,-95.31478899999999
951,Peche'cus,109,4.3,Freetail Brewing Company,American Wild Ale,8.20%,southwest,29.4241,-98.4936
952,Paradise,774,4.26,Prairie Artisan Ales,American Imperial Stout,13.00%,southwest,35.4762832,-97.5117337
953,Raspberry Ananke,125,4.29,Freetail Brewing Company,American Wild Ale,6.80%,southwest,29.4241,-98.4936
954,Bourbon Barrel Hellfighter (w/ Vanilla Bean),155,4.28,Karbach Brewing Co.,American Imperial Porter,11.00%,southwest,29.7604,-95.3698
955,Detritivore,365,4.26,Jester King Brewery,Belgian Saison,5.50%,southwest,30.2304304,-97.9995795
956,Tombstone Brewing IPA,28,4.4,Tombstone Brewing Company,New England IPA,7.10%,southwest,31.71275769999999,-110.0703739
957,Koffee Kölsch,98,4.28,Huss Brewing Co,German Kölsch,4.75%,southwest,33.356758,-111.965045
958,DC Mountain Double IPA,80,4.29,Arizona Wilderness Brewing Co.,American Imperial IPA,8.00%,southwest,33.36298110000001,-111.8410686
959,Acheron,55,4.31,Martin House Brewing Company,American Imperial Stout,12.00%,southwest,32.7636239,-97.3100596
960,Foeder Cerise,107,4.27,American Solera,American Wild Ale,6.00%,southwest,36.1375963,-96.0466209
961,Cafe Con Leche,70,4.29,La Cumbre Brewing Co.,English Sweet / Milk Stout,7.50%,southwest,35.11780700000001,-106.614117
962,Colour Five,308,4.24,Jester King Brewery,American Wild Ale,7.10%,southwest,30.2304304,-97.9995795
963,Synthesis Analogous,81,4.28,Jester King Brewery,American Wild Ale,5.60%,southwest,30.2304304,-97.9995795
964,Primus Weizenbock,282,4.24,Live Oak Brewing Company,German Weizenbock,8.30%,southwest,30.2209082,-97.6610692
965,Hop Delusion,420,4.23,Karbach Brewing Co.,American Imperial IPA,9.00%,southwest,29.7604,-95.3698
966,Bière De Lenoir,29,4.37,Jester King Brewery,American Wild Ale,6.90%,southwest,30.2304304,-97.9995795
967,Old Treehugger Barleywine,94,4.26,Live Oak Brewing Company,American Barleywine,11.50%,southwest,30.2209082,-97.6610692
968,Ananke,237,4.23,Freetail Brewing Company,American Wild Ale,5.80%,southwest,29.4241,-98.4936
969,Double Barrel Noir,14,4.52,Prairie Artisan Ales,American Imperial Stout,13.00%,southwest,35.4762832,-97.5117337
970,Deconstructed Bomb! Coffee,192,4.23,Prairie Artisan Ales,American Imperial Stout,11.80%,southwest,35.4762832,-97.5117337
971,Funky Gold Citra,120,4.24,Prairie Artisan Ales,American Wild Ale,7.50%,southwest,35.4762832,-97.5117337
972,RU-55,714,4.21,Jester King Brewery,American Wild Ale,7.30%,southwest,30.2304304,-97.9995795
973,Sputnik,156,4.23,Austin Beerworks,Russian Imperial Stout,8.00%,southwest,30.3795473,-97.72978909999999
974,Heavy Machinery Double IPA,245,4.22,Austin Beerworks,American Imperial IPA,10.00%,southwest,30.3795473,-97.72978909999999
975,CRU 55,36,4.32,Jester King Brewery,Flanders Red Ale,8.30%,southwest,30.2304304,-97.9995795
976,Woodicus,98,4.24,Freetail Brewing Company,American Wild Ale,7.60%,southwest,29.4241,-98.4936
977,Double Dunk,283,4.21,Prairie Artisan Ales,American Imperial Stout,11.90%,southwest,35.4762832,-97.5117337
978,Pirate Noir,689,4.2,Prairie Artisan Ales,American Imperial Stout,12.00%,southwest,35.4762832,-97.5117337
979,Reposé,251,4.21,Jester King Brewery,French Bière de Garde,8.30%,southwest,30.2304304,-97.9995795
980,Sarcosuchus Double IPA,30,4.33,Dragoon Brewing Co.,American Imperial IPA,10.50%,southwest,32.2491713,-111.006392
981,Apricot Petite Golden Sour,26,4.35,The Collective Brewing Project,American Wild Ale,4.50%,southwest,32.7431476,-97.3289829
982,Postcards from Hell,13,4.5,La Cumbre Brewing Co.,American Imperial IPA,8.00%,southwest,35.11780700000001,-106.614117
983,Birra di Sangiovese,38,4.29,Jester King Brewery,American Wild Ale,7.40%,southwest,30.2304304,-97.9995795
984,Perpetual Peace,98,4.22,No Label Brewing Company,Scotch Ale / Wee Heavy,11.10%,southwest,29.7865238,-95.81432000000001
985,A Nu Start DDH Triple IPA,19,4.39,Turning Point Beer,American Imperial IPA,10.00%,southwest,32.8349498,-97.16243039999999
986,Vanilla Noir,"1,017",4.18,Prairie Artisan Ales,American Imperial Stout,11.50%,southwest,35.4762832,-97.5117337
987,Funky Gold Mosaic,970,4.18,Prairie Artisan Ales,American Wild Ale,6.50%,southwest,35.4762832,-97.5117337
988,Prairie Noir,937,4.18,Prairie Artisan Ales,American Imperial Stout,11.00%,southwest,35.4762832,-97.5117337
989,Cranbarrel,35,4.29,American Solera,American Wild Ale,5.60%,southwest,36.1375963,-96.0466209
990,Bright Black Delight,34,4.29,American Solera,American Wild Ale,5.60%,southwest,36.1375963,-96.0466209
991,Sin Mint Temptress,145,4.2,Lakewood Brewing Company,English Sweet / Milk Stout,9.10%,southwest,32.889937,-96.680945
992,Tower Station IPA,202,4.19,Mother Road Brewery,American IPA,7.30%,southwest,35.196808,-111.652518
993,Abide,49,4.25,Brash Brewing Company,American Imperial Stout,10.00%,southwest,29.8294062,-95.4076111
994,Alpha Hive Double IPA,180,4.19,COOP Ale Works,American Imperial IPA,9.10%,southwest,35.4185442,-97.6577985
995,DDH Dinglebop,15,4.43,Turning Point Beer,New England IPA,8.20%,southwest,32.8349498,-97.16243039999999
996,Prairie Hop,"1,171",4.17,Prairie Artisan Ales,Belgian Saison,8.00%,southwest,35.4762832,-97.5117337
997,Boxer's Revenge,823,4.17,Jester King Brewery,American Wild Ale,10.20%,southwest,30.2304304,-97.9995795
998,Funk Metal,751,4.17,Jester King Brewery,American Wild Ale,7.00%,southwest,30.2304304,-97.9995795
999,Juiceton,37,4.27,Spindletap Brewery,New England IPA,8.50%,southwest,29.8676764,-95.31478899999999
